Transaction_ID,Customer_ID,Merchant_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount,Payment_Channel,Device_Type,Risk_Score,Fraud_Type,Is_Fraud
TXN005094,CUST1974,MER009,2025-07-21,16:37:44,Credit Card,9763,Net Banking,Laptop,17,None,No
TXN005095,CUST0993,MER012,2025-10-28,09:38:03,IMPS,69977,Credit Card,Laptop,20,None,No
TXN005096,CUST0893,MER014,2025-01-05,10:57:45,Debit Card,6898,Debit Card,Laptop,16,None,No
TXN005097,CUST1833,MER003,2025-01-06,17:00:19,RTGS,10433,Net Banking,Laptop,20,None,No
TXN005098,CUST0538,MER029,2025-06-04,13:35:32,NEFT,2214,Net Banking,Mobile,20,None,No
TXN005099,CUST1426,MER025,2025-08-24,04:41:19,UPI,627,UPI,Tablet,43,None,No
TXN005100,CUST1087,MER015,2025-08-02,13:18:23,Net Banking,4848,Net Banking,Laptop,20,None,No
TXN005101,CUST0252,MER029,2025-02-02,02:55:11,Debit Card,537,UPI,Tablet,31,None,No
TXN005102,CUST1343,MER004,2025-05-27,08:48:56,Debit Card,74293,Net Banking,Mobile,7,None,No
TXN005103,CUST0450,MER026,2025-08-25,09:01:33,Credit Card,6473,Debit Card,Tablet,8,None,No
TXN005104,CUST0029,MER025,2025-02-13,13:59:27,Debit Card,2170,Net Banking,Mobile,23,None,No
TXN005105,CUST1631,MER014,2025-07-31,20:02:49,NEFT,2912,Credit Card,Tablet,11,None,No
TXN005106,CUST1825,MER007,2025-09-14,20:39:55,Credit Card,8290,Debit Card,Laptop,21,None,No
TXN005107,CUST1101,MER003,2025-02-08,00:32:24,IMPS,5448,UPI,Laptop,27,None,No
TXN005108,CUST1178,MER027,2025-06-12,21:49:56,NEFT,44742,Debit Card,Laptop,13,None,No
TXN005109,CUST0595,MER029,2025-03-20,08:07:03,IMPS,11744,Credit Card,Mobile,10,None,No
TXN005110,CUST1351,MER021,2025-03-23,20:45:57,Net Banking,34054,Net Banking,Laptop,9,None,No
TXN005111,CUST0973,MER008,2025-01-26,03:49:32,RTGS,11009,Debit Card,Laptop,35,None,No
TXN005112,CUST1523,MER018,2025-02-19,02:13:42,ATM Withdrawal,306,Net Banking,Mobile,42,None,No
TXN005113,CUST1176,MER019,2025-07-03,20:27:25,Debit Card,4831,Debit Card,Mobile,22,None,No
TXN005114,CUST0325,MER019,2025-11-09,10:59:08,UPI,559,Debit Card,Laptop,12,None,No
TXN005115,CUST0913,MER012,2025-03-21,01:07:34,IMPS,10029,UPI,Laptop,30,None,No
TXN005116,CUST0825,MER007,2025-05-07,10:49:40,ATM Withdrawal,2457,Net Banking,Tablet,22,None,No
TXN005117,CUST1558,MER030,2025-08-19,08:41:14,NEFT,876,UPI,Mobile,13,None,No
TXN005118,CUST1800,MER012,2025-07-22,01:05:40,IMPS,19622,Net Banking,Mobile,41,None,No
TXN005119,CUST0150,MER033,2025-06-10,23:56:30,Debit Card,31292,Credit Card,Laptop,14,None,No
TXN005120,CUST0203,MER011,2025-05-13,13:56:03,NEFT,78863,Net Banking,Mobile,16,None,No
TXN005121,CUST1071,MER012,2025-10-09,22:17:01,ATM Withdrawal,21151,UPI,Mobile,20,None,No
TXN005122,CUST0940,MER001,2025-09-20,05:28:15,Net Banking,4972,Debit Card,Mobile,20,None,No
TXN005123,CUST1245,MER033,2025-02-26,13:55:14,IMPS,13935,UPI,Laptop,20,None,No
TXN005124,CUST1707,MER032,2025-10-04,13:09:01,Net Banking,876,Debit Card,Laptop,23,None,No
TXN005125,CUST1417,MER017,2025-05-26,16:06:51,RTGS,65517,Credit Card,Tablet,13,None,No
TXN005126,CUST1165,MER029,2025-12-19,21:47:40,Net Banking,2590,Debit Card,Mobile,10,None,No
TXN005127,CUST1946,MER026,2025-03-19,12:49:03,Debit Card,26844,Net Banking,Tablet,21,None,No
TXN005128,CUST0057,MER017,2025-12-22,15:48:37,IMPS,16706,UPI,Tablet,17,None,No
TXN005129,CUST0102,MER023,2025-06-16,19:32:37,Credit Card,1273,UPI,Mobile,11,None,No
TXN005130,CUST0577,MER009,2025-12-16,22:48:02,UPI,39875,Credit Card,Laptop,11,None,No
TXN005131,CUST0570,MER009,2025-08-26,14:34:54,NEFT,16121,Credit Card,Laptop,19,None,No
TXN005132,CUST1219,MER028,2025-08-14,15:41:21,RTGS,3446,Net Banking,Mobile,25,None,No
TXN005133,CUST0754,MER024,2025-06-30,20:38:46,ATM Withdrawal,2275,Net Banking,Laptop,21,None,No
TXN005134,CUST1323,MER024,2025-04-27,22:23:49,ATM Withdrawal,1792,Net Banking,Tablet,9,None,No
TXN005135,CUST0320,MER001,2025-12-10,20:37:24,Net Banking,72912,Credit Card,Mobile,24,None,No
TXN005136,CUST0543,MER018,2025-10-14,21:44:50,Net Banking,1622,Credit Card,Tablet,21,None,No
TXN005137,CUST0820,MER016,2025-10-18,22:15:44,IMPS,1553,Debit Card,Tablet,14,None,No
TXN005138,CUST1684,MER011,2025-11-29,01:22:18,IMPS,12033,Credit Card,Tablet,28,None,No
TXN005139,CUST0315,MER029,2025-11-18,02:07:31,ATM Withdrawal,18412,Debit Card,Tablet,39,None,No
TXN005140,CUST0057,MER027,2025-09-28,22:55:39,RTGS,29255,UPI,Tablet,14,None,No
TXN005141,CUST1172,MER029,2025-08-01,09:25:54,ATM Withdrawal,12496,Credit Card,Tablet,19,None,No
TXN005142,CUST1707,MER014,2025-01-06,00:24:51,RTGS,2827,Debit Card,Laptop,39,None,No
TXN005143,CUST1350,MER019,2025-09-14,07:42:21,Net Banking,2874,UPI,Laptop,14,None,No
TXN005144,CUST0816,MER001,2025-12-10,15:26:49,NEFT,785,UPI,Laptop,20,None,No
TXN005145,CUST0496,MER004,2025-08-18,07:12:18,RTGS,20051,UPI,Laptop,24,None,No
TXN005146,CUST1350,MER009,2025-10-25,13:41:36,NEFT,2516,UPI,Laptop,6,None,No
TXN005147,CUST1371,MER017,2025-12-28,04:19:27,IMPS,98758,Debit Card,Tablet,62,Card Skimming,Yes
TXN005148,CUST1312,MER032,2025-05-15,10:06:08,NEFT,3292,Debit Card,Mobile,12,None,No
TXN005149,CUST1281,MER033,2025-09-14,06:58:39,Net Banking,18000,UPI,Mobile,23,None,No
TXN005150,CUST0271,MER033,2025-09-13,22:56:16,IMPS,540,Credit Card,Laptop,19,None,No
TXN005151,CUST1344,MER020,2025-03-03,11:48:55,Debit Card,2670,Credit Card,Laptop,25,None,No
TXN005152,CUST0703,MER004,2025-01-22,19:51:01,Debit Card,22127,Credit Card,Laptop,20,None,No
TXN005153,CUST0437,MER010,2025-12-28,23:38:27,Credit Card,56422,Credit Card,Laptop,8,None,No
TXN005154,CUST0433,MER028,2025-06-11,23:36:51,Debit Card,1139,Debit Card,Laptop,17,None,No
TXN005155,CUST1509,MER004,2025-04-07,16:25:29,NEFT,1091,Net Banking,Tablet,17,None,No
TXN005156,CUST1982,MER018,2025-11-17,13:32:03,IMPS,6541,Credit Card,Tablet,5,None,No
TXN005157,CUST0626,MER021,2025-11-03,08:11:52,Net Banking,13699,Debit Card,Tablet,8,None,No
TXN005158,CUST1574,MER027,2025-04-03,09:50:37,Debit Card,20731,UPI,Tablet,11,None,No
TXN005159,CUST1507,MER007,2025-08-17,12:18:28,Credit Card,9018,Debit Card,Tablet,13,None,No
TXN005160,CUST1875,MER024,2025-06-30,14:31:37,UPI,8443,Debit Card,Laptop,22,None,No
TXN005161,CUST1416,MER013,2025-08-22,15:56:28,Debit Card,5553,Credit Card,Mobile,14,None,No
TXN005162,CUST1325,MER025,2025-05-05,06:51:12,Credit Card,17808,Debit Card,Tablet,17,None,No
TXN005163,CUST0193,MER006,2025-02-24,09:17:42,NEFT,83,Debit Card,Laptop,7,None,No
TXN005164,CUST1336,MER008,2025-11-24,13:56:21,Credit Card,79336,Credit Card,Laptop,20,None,No
TXN005165,CUST0956,MER021,2025-02-22,16:30:25,Debit Card,93809,Debit Card,Tablet,52,None,No
TXN005166,CUST0103,MER009,2025-03-04,20:04:56,Net Banking,34210,Debit Card,Tablet,19,None,No
TXN005167,CUST0785,MER034,2025-11-28,09:30:29,UPI,95827,UPI,Laptop,42,None,No
TXN005168,CUST1248,MER008,2025-08-16,12:43:14,NEFT,2750,Credit Card,Mobile,18,None,No
TXN005169,CUST0685,MER030,2025-02-16,07:30:00,ATM Withdrawal,75538,Net Banking,Laptop,24,None,No
TXN005170,CUST0474,MER023,2025-04-12,15:43:12,Credit Card,2768,UPI,Laptop,23,None,No
TXN005171,CUST1616,MER024,2025-10-24,01:35:12,Net Banking,2802,UPI,Tablet,42,None,No
TXN005172,CUST1045,MER029,2025-03-22,16:39:23,UPI,56431,Net Banking,Laptop,14,None,No
TXN005173,CUST1249,MER032,2025-05-29,16:26:35,Credit Card,56005,UPI,Laptop,20,None,No
TXN005174,CUST1651,MER024,2025-01-01,21:23:48,Credit Card,1615,Debit Card,Tablet,20,None,No
TXN005175,CUST1270,MER013,2025-05-18,11:38:35,NEFT,40804,UPI,Tablet,20,None,No
TXN005176,CUST1738,MER026,2025-10-23,11:01:33,ATM Withdrawal,6051,Net Banking,Tablet,12,None,No
TXN005177,CUST0094,MER004,2025-06-17,22:04:17,RTGS,8942,Net Banking,Mobile,7,None,No
TXN005178,CUST1069,MER024,2025-08-14,20:11:21,IMPS,2467,UPI,Mobile,13,None,No
TXN005179,CUST0343,MER015,2025-11-18,10:07:33,NEFT,55385,Net Banking,Mobile,10,None,No
TXN005180,CUST0297,MER006,2025-05-04,13:56:03,RTGS,1970,Credit Card,Tablet,16,None,No
TXN005181,CUST1319,MER031,2025-03-23,22:23:43,NEFT,14672,Net Banking,Laptop,18,None,No
TXN005182,CUST1224,MER001,2025-08-18,12:47:59,Debit Card,12458,Net Banking,Laptop,17,None,No
TXN005183,CUST1298,MER029,2025-05-26,17:22:23,IMPS,1967,UPI,Mobile,8,None,No
TXN005184,CUST1557,MER013,2025-08-31,13:37:24,UPI,19339,Net Banking,Mobile,19,None,No
TXN005185,CUST1336,MER021,2025-01-06,14:30:43,Credit Card,71208,Credit Card,Laptop,17,None,No
TXN005186,CUST0051,MER011,2025-01-22,11:19:10,RTGS,1451,Credit Card,Tablet,15,None,No
TXN005187,CUST0120,MER025,2025-07-17,20:29:53,UPI,294,Credit Card,Mobile,21,None,No
TXN005188,CUST1334,MER031,2025-11-04,21:16:02,UPI,1066,Debit Card,Laptop,17,None,No
TXN005189,CUST1665,MER012,2025-07-15,07:07:38,UPI,21666,Credit Card,Laptop,23,None,No
TXN005190,CUST0949,MER033,2025-03-09,01:37:41,NEFT,7489,Credit Card,Laptop,45,None,No
TXN005191,CUST0145,MER015,2025-03-19,05:01:36,Credit Card,2511,UPI,Mobile,15,None,No
TXN005192,CUST0005,MER027,2025-04-11,11:19:11,ATM Withdrawal,2239,Credit Card,Laptop,21,None,No
TXN005193,CUST0083,MER003,2025-07-10,17:29:46,UPI,24314,UPI,Laptop,21,None,No
TXN005194,CUST1296,MER007,2025-05-02,06:09:39,Debit Card,882,UPI,Mobile,17,None,No
TXN005195,CUST1095,MER008,2025-09-07,10:29:42,UPI,56119,Net Banking,Tablet,25,None,No
TXN005196,CUST1779,MER007,2025-05-04,19:37:15,NEFT,72707,Debit Card,Mobile,10,None,No
TXN005197,CUST0099,MER004,2025-02-21,14:51:04,Debit Card,15455,Debit Card,Laptop,21,None,No
TXN005198,CUST1020,MER006,2025-10-08,15:51:08,ATM Withdrawal,4400,Debit Card,Tablet,24,None,No
TXN005199,CUST1924,MER021,2025-12-16,19:15:59,ATM Withdrawal,20398,UPI,Laptop,14,None,No
TXN005200,CUST0953,MER011,2025-09-06,13:41:55,Credit Card,151,Net Banking,Tablet,16,None,No
TXN005201,CUST0631,MER005,2025-12-09,04:00:31,ATM Withdrawal,18727,UPI,Tablet,38,None,No
TXN005202,CUST1633,MER027,2025-12-31,07:31:54,Debit Card,1732,UPI,Tablet,14,None,No
TXN005203,CUST0615,MER007,2025-05-19,15:14:54,UPI,11696,Credit Card,Mobile,11,None,No
TXN005204,CUST0761,MER017,2025-07-24,00:32:59,ATM Withdrawal,5024,Debit Card,Mobile,43,None,No
TXN005205,CUST1565,MER003,2025-10-03,15:59:20,Credit Card,20625,Credit Card,Tablet,20,None,No
TXN005206,CUST0545,MER004,2025-08-08,18:56:50,RTGS,23385,UPI,Tablet,23,None,No
TXN005207,CUST1646,MER020,2025-09-21,09:34:20,IMPS,90952,Net Banking,Mobile,60,SIM Swap,Yes
TXN005208,CUST1521,MER028,2025-03-13,16:24:53,Net Banking,29007,UPI,Mobile,13,None,No
TXN005209,CUST1010,MER004,2025-03-25,19:05:04,NEFT,166,UPI,Laptop,19,None,No
TXN005210,CUST0387,MER019,2025-12-25,12:10:11,NEFT,10329,Debit Card,Tablet,12,None,No
TXN005211,CUST1094,MER001,2025-02-04,17:17:12,NEFT,8868,Debit Card,Tablet,22,None,No
TXN005212,CUST1866,MER012,2025-02-24,00:21:28,Net Banking,17425,Credit Card,Mobile,38,None,No
TXN005213,CUST0295,MER003,2025-11-03,03:56:20,RTGS,18508,Credit Card,Laptop,42,None,No
TXN005214,CUST0381,MER002,2025-12-17,23:22:15,NEFT,7587,Net Banking,Tablet,12,None,No
TXN005215,CUST0828,MER028,2025-01-03,14:36:08,NEFT,2036,Debit Card,Mobile,10,None,No
TXN005216,CUST0948,MER015,2025-08-28,05:11:32,ATM Withdrawal,1039,Net Banking,Tablet,9,None,No
TXN005217,CUST0336,MER018,2025-06-27,11:04:44,IMPS,11693,Net Banking,Tablet,15,None,No
TXN005218,CUST0640,MER021,2025-03-21,05:23:53,ATM Withdrawal,15425,Credit Card,Laptop,12,None,No
TXN005219,CUST0109,MER021,2025-09-28,04:35:25,Debit Card,1353,UPI,Mobile,40,None,No
TXN005220,CUST0612,MER031,2025-01-21,19:30:45,Net Banking,7488,Credit Card,Laptop,19,None,No
TXN005221,CUST0176,MER029,2025-07-23,02:50:13,NEFT,6180,Credit Card,Laptop,33,None,No
TXN005222,CUST0046,MER032,2025-06-19,14:43:56,Net Banking,89074,UPI,Mobile,48,None,No
TXN005223,CUST0814,MER031,2025-03-01,02:53:01,UPI,78023,UPI,Mobile,37,None,No
TXN005224,CUST1967,MER006,2025-06-06,01:17:12,ATM Withdrawal,18695,Credit Card,Mobile,41,None,No
TXN005225,CUST1369,MER024,2025-04-29,16:11:51,Debit Card,10729,Debit Card,Tablet,14,None,No
TXN005226,CUST0661,MER030,2025-03-25,04:32:50,UPI,50892,Credit Card,Laptop,35,None,No
TXN005227,CUST1111,MER018,2025-10-23,14:18:27,IMPS,2732,Net Banking,Tablet,22,None,No
TXN005228,CUST0870,MER017,2025-06-04,00:53:40,RTGS,9235,UPI,Mobile,40,None,No
TXN005229,CUST0508,MER024,2025-05-07,13:53:39,IMPS,1629,UPI,Mobile,12,None,No
TXN005230,CUST0435,MER034,2025-11-05,00:53:54,Debit Card,53324,Net Banking,Laptop,27,None,No
TXN005231,CUST0735,MER023,2025-06-30,04:56:55,NEFT,12116,Net Banking,Laptop,35,None,No
TXN005232,CUST0960,MER018,2025-04-12,06:48:49,UPI,25777,Credit Card,Mobile,16,None,No
TXN005233,CUST0304,MER012,2025-01-19,00:29:35,IMPS,601,UPI,Tablet,25,None,No
TXN005234,CUST0011,MER024,2025-08-10,20:17:38,IMPS,14427,Debit Card,Laptop,5,None,No
TXN005235,CUST1283,MER007,2025-11-26,22:10:50,UPI,1338,Credit Card,Mobile,5,None,No
TXN005236,CUST0895,MER004,2025-03-03,12:28:20,NEFT,5199,Credit Card,Tablet,7,None,No
TXN005237,CUST0290,MER020,2025-06-12,16:42:10,UPI,13579,Credit Card,Laptop,6,None,No
TXN005238,CUST0638,MER024,2025-04-24,23:24:55,ATM Withdrawal,1587,Credit Card,Mobile,24,None,No
TXN005239,CUST1551,MER030,2025-12-21,19:19:10,ATM Withdrawal,12683,Net Banking,Tablet,14,None,No
TXN005240,CUST0185,MER023,2025-03-30,17:18:09,IMPS,26663,Debit Card,Laptop,15,None,No
TXN005241,CUST0907,MER025,2025-10-15,23:19:28,Debit Card,254,Credit Card,Mobile,18,None,No
TXN005242,CUST0721,MER024,2025-01-18,10:46:32,Credit Card,13676,UPI,Laptop,21,None,No
TXN005243,CUST0612,MER003,2025-02-11,17:34:14,IMPS,13121,Credit Card,Laptop,22,None,No
TXN005244,CUST0761,MER016,2025-03-21,22:29:05,Net Banking,16402,Debit Card,Mobile,22,None,No
TXN005245,CUST0892,MER031,2025-06-22,03:09:11,UPI,88669,UPI,Laptop,61,Identity Theft,Yes
TXN005246,CUST0395,MER019,2025-08-01,11:57:30,RTGS,9726,Credit Card,Laptop,5,None,No
TXN005247,CUST0455,MER021,2025-07-02,02:40:13,Credit Card,62724,Debit Card,Laptop,32,None,No
TXN005248,CUST0501,MER014,2025-01-04,03:00:58,Credit Card,384,Credit Card,Laptop,36,None,No
TXN005249,CUST0390,MER012,2025-03-01,13:14:31,Net Banking,28786,Credit Card,Mobile,18,None,No
TXN005250,CUST0403,MER004,2025-01-01,16:45:10,IMPS,6700,UPI,Tablet,16,None,No
TXN005251,CUST0525,MER017,2025-12-09,04:19:11,RTGS,14106,UPI,Mobile,44,None,No
TXN005252,CUST1604,MER005,2025-05-23,03:36:10,Debit Card,3344,Credit Card,Laptop,40,None,No
TXN005253,CUST1328,MER026,2025-12-15,21:05:33,Net Banking,92119,Credit Card,Tablet,56,None,No
TXN005254,CUST0768,MER029,2025-08-05,18:24:19,UPI,3213,UPI,Laptop,7,None,No
TXN005255,CUST0349,MER013,2025-05-30,10:04:38,Net Banking,13575,UPI,Mobile,11,None,No
TXN005256,CUST0278,MER004,2025-08-29,11:39:48,Credit Card,549,Credit Card,Mobile,5,None,No
TXN005257,CUST0125,MER027,2025-04-14,21:33:06,Credit Card,31637,Net Banking,Tablet,7,None,No
TXN005258,CUST1860,MER029,2025-09-27,22:02:29,Credit Card,1460,Credit Card,Laptop,15,None,No
TXN005259,CUST0615,MER026,2025-03-18,09:36:25,Credit Card,99068,Credit Card,Mobile,59,None,No
TXN005260,CUST1819,MER003,2025-03-20,00:11:40,ATM Withdrawal,23829,Debit Card,Laptop,39,None,No
TXN005261,CUST0655,MER015,2025-06-15,10:41:03,RTGS,4387,Credit Card,Tablet,6,None,No
TXN005262,CUST1099,MER009,2025-08-22,23:53:16,RTGS,22653,Debit Card,Tablet,25,None,No
TXN005263,CUST1096,MER025,2025-06-24,23:47:49,NEFT,20615,UPI,Tablet,11,None,No
TXN005264,CUST0184,MER012,2025-11-17,14:23:01,Net Banking,1890,Credit Card,Laptop,25,None,No
TXN005265,CUST1285,MER021,2025-10-01,17:37:27,Debit Card,1399,Net Banking,Tablet,15,None,No
TXN005266,CUST1512,MER005,2025-06-21,03:00:42,RTGS,535,UPI,Tablet,39,None,No
TXN005267,CUST0356,MER020,2025-04-06,10:04:51,Net Banking,7691,Net Banking,Mobile,11,None,No
TXN005268,CUST0358,MER023,2025-05-15,19:18:33,ATM Withdrawal,946,Net Banking,Laptop,24,None,No
TXN005269,CUST0025,MER026,2025-10-27,01:03:00,IMPS,47275,UPI,Tablet,29,None,No
TXN005270,CUST0458,MER028,2025-07-28,21:46:35,Credit Card,25159,Credit Card,Tablet,18,None,No
TXN005271,CUST1958,MER034,2025-12-27,15:11:37,Credit Card,47990,Net Banking,Tablet,22,None,No
TXN005272,CUST1819,MER006,2025-04-06,10:23:49,Net Banking,28588,Debit Card,Laptop,12,None,No
TXN005273,CUST1001,MER010,2025-01-27,00:15:21,Net Banking,9815,Debit Card,Mobile,31,None,No
TXN005274,CUST1713,MER011,2025-08-05,00:35:34,IMPS,681,UPI,Laptop,31,None,No
TXN005275,CUST1565,MER007,2025-09-11,00:08:17,NEFT,20279,Credit Card,Tablet,34,None,No
TXN005276,CUST0748,MER020,2025-08-10,06:44:16,Net Banking,840,Net Banking,Laptop,7,None,No
TXN005277,CUST0114,MER034,2025-10-05,03:04:43,NEFT,17403,Credit Card,Tablet,36,None,No
TXN005278,CUST1436,MER031,2025-05-18,19:57:02,IMPS,8386,Debit Card,Tablet,8,None,No
TXN005279,CUST1901,MER012,2025-12-29,18:31:43,RTGS,1331,Debit Card,Mobile,22,None,No
TXN005280,CUST1609,MER010,2025-07-18,14:04:59,Debit Card,2837,Debit Card,Mobile,16,None,No
TXN005281,CUST1329,MER025,2025-09-22,15:08:44,ATM Withdrawal,16813,Debit Card,Tablet,20,None,No
TXN005282,CUST0052,MER029,2025-01-25,23:35:07,Credit Card,21194,UPI,Tablet,7,None,No
TXN005283,CUST0930,MER001,2025-12-02,10:30:25,IMPS,71559,Debit Card,Laptop,16,None,No
TXN005284,CUST1561,MER022,2025-11-18,13:15:14,IMPS,4128,Debit Card,Laptop,18,None,No
TXN005285,CUST1763,MER034,2025-02-02,04:48:07,Debit Card,2338,Debit Card,Laptop,30,None,No
TXN005286,CUST1334,MER013,2025-08-20,19:34:02,RTGS,809,Debit Card,Laptop,20,None,No
TXN005287,CUST0746,MER031,2025-11-28,23:16:38,Debit Card,1883,Debit Card,Tablet,13,None,No
TXN005288,CUST0155,MER034,2025-03-10,01:02:39,Net Banking,2983,Net Banking,Tablet,30,None,No
TXN005289,CUST0686,MER023,2025-01-21,00:08:19,IMPS,759,Debit Card,Mobile,43,None,No
TXN005290,CUST1836,MER012,2025-10-24,20:02:22,Debit Card,1180,Credit Card,Laptop,5,None,No
TXN005291,CUST0137,MER002,2025-02-12,13:26:15,ATM Withdrawal,10480,Debit Card,Tablet,20,None,No
TXN005292,CUST1607,MER024,2025-11-16,08:51:50,NEFT,29795,Credit Card,Mobile,5,None,No
TXN005293,CUST1048,MER013,2025-03-11,04:51:19,ATM Withdrawal,19028,Net Banking,Laptop,38,None,No
TXN005294,CUST1272,MER024,2025-01-11,17:07:15,Credit Card,3175,UPI,Mobile,24,None,No
TXN005295,CUST0869,MER001,2025-06-11,09:40:59,UPI,13734,Debit Card,Tablet,13,None,No
TXN005296,CUST0879,MER010,2025-03-20,23:38:58,Credit Card,49208,Credit Card,Mobile,8,None,No
TXN005297,CUST1363,MER008,2025-12-15,18:55:31,NEFT,235,Debit Card,Mobile,10,None,No
TXN005298,CUST1536,MER013,2025-09-09,14:21:21,ATM Withdrawal,3095,Net Banking,Mobile,9,None,No
TXN005299,CUST1163,MER027,2025-05-18,19:07:40,ATM Withdrawal,23207,Credit Card,Mobile,7,None,No
TXN005300,CUST0096,MER006,2025-12-27,09:03:37,ATM Withdrawal,8602,Credit Card,Laptop,10,None,No
TXN005301,CUST0814,MER014,2025-05-08,20:38:06,Credit Card,20865,UPI,Mobile,6,None,No
TXN005302,CUST1232,MER022,2025-08-19,14:30:57,ATM Withdrawal,78402,Net Banking,Tablet,7,None,No
TXN005303,CUST0569,MER004,2025-08-06,13:49:42,Net Banking,2758,Debit Card,Laptop,23,None,No
TXN005304,CUST1071,MER021,2025-04-26,08:03:04,Debit Card,22590,UPI,Mobile,7,None,No
TXN005305,CUST1718,MER025,2025-01-10,16:03:05,Debit Card,22991,UPI,Laptop,9,None,No
TXN005306,CUST1167,MER003,2025-08-16,08:07:52,UPI,14328,Debit Card,Laptop,16,None,No
TXN005307,CUST0948,MER016,2025-11-01,03:07:32,Net Banking,370,Net Banking,Tablet,40,None,No
TXN005308,CUST0096,MER022,2025-02-01,00:01:50,NEFT,19096,Credit Card,Laptop,31,None,No
TXN005309,CUST1588,MER019,2025-12-15,16:53:15,Net Banking,1532,Credit Card,Tablet,12,None,No
TXN005310,CUST1059,MER001,2025-12-17,16:19:04,UPI,12046,UPI,Tablet,8,None,No
TXN005311,CUST1558,MER012,2025-12-24,13:38:45,IMPS,84,UPI,Mobile,17,None,No
TXN005312,CUST0606,MER025,2025-09-17,18:12:38,UPI,2568,Net Banking,Laptop,8,None,No
TXN005313,CUST1627,MER005,2025-05-26,08:47:18,NEFT,9836,Debit Card,Tablet,6,None,No
TXN005314,CUST0065,MER008,2025-05-09,10:14:36,Credit Card,17181,UPI,Tablet,6,None,No
TXN005315,CUST0783,MER024,2025-09-21,14:48:36,Debit Card,12044,Net Banking,Tablet,7,None,No
TXN005316,CUST1059,MER022,2025-08-03,08:07:14,Debit Card,8160,UPI,Tablet,25,None,No
TXN005317,CUST1907,MER019,2025-09-04,07:18:58,Net Banking,41110,Debit Card,Mobile,7,None,No
TXN005318,CUST1148,MER024,2025-10-14,22:12:09,IMPS,3380,Net Banking,Mobile,13,None,No
TXN005319,CUST1283,MER008,2025-10-27,03:16:42,NEFT,427,Credit Card,Mobile,30,None,No
TXN005320,CUST0187,MER024,2025-02-18,05:53:24,Debit Card,6459,Net Banking,Mobile,10,None,No
TXN005321,CUST1186,MER032,2025-06-12,21:02:56,RTGS,10812,Net Banking,Laptop,5,None,No
TXN005322,CUST1024,MER021,2025-05-29,05:26:16,NEFT,709,Net Banking,Laptop,22,None,No
TXN005323,CUST0093,MER034,2025-01-11,04:38:26,IMPS,9062,Credit Card,Mobile,44,None,No
TXN005324,CUST1771,MER018,2025-05-17,23:06:10,Credit Card,3811,Debit Card,Laptop,11,None,No
TXN005325,CUST0595,MER008,2025-12-25,04:09:06,IMPS,22429,Credit Card,Mobile,45,None,No
TXN005326,CUST1850,MER033,2025-11-16,18:49:08,ATM Withdrawal,13062,Net Banking,Tablet,22,None,No
TXN005327,CUST1331,MER021,2025-04-02,14:56:08,NEFT,10295,UPI,Tablet,22,None,No
TXN005328,CUST0289,MER029,2025-01-08,08:02:14,IMPS,1491,Net Banking,Laptop,10,None,No
TXN005329,CUST1200,MER014,2025-08-06,01:41:46,IMPS,1606,Net Banking,Mobile,26,None,No
TXN005330,CUST0074,MER020,2025-10-30,15:12:01,RTGS,1876,Debit Card,Laptop,20,None,No
TXN005331,CUST1637,MER031,2025-01-20,04:38:06,UPI,78714,Net Banking,Mobile,30,None,No
TXN005332,CUST0837,MER012,2025-10-13,16:15:33,Credit Card,10125,Credit Card,Laptop,25,None,No
TXN005333,CUST0551,MER025,2025-02-13,08:12:22,Debit Card,564,Credit Card,Mobile,11,None,No
TXN005334,CUST0151,MER005,2025-03-12,17:54:21,NEFT,4997,Credit Card,Tablet,14,None,No
TXN005335,CUST0976,MER011,2025-03-11,20:30:38,Credit Card,8997,Net Banking,Mobile,11,None,No
TXN005336,CUST1018,MER030,2025-12-03,14:46:21,ATM Withdrawal,15098,Credit Card,Tablet,22,None,No
TXN005337,CUST0903,MER023,2025-09-01,06:54:09,RTGS,2675,Credit Card,Laptop,14,None,No
TXN005338,CUST1662,MER017,2025-09-13,08:52:19,NEFT,1397,Debit Card,Laptop,14,None,No
TXN005339,CUST0591,MER001,2025-05-25,14:32:42,Credit Card,1581,Net Banking,Laptop,14,None,No
TXN005340,CUST0716,MER017,2025-11-23,13:19:33,RTGS,12708,Debit Card,Mobile,13,None,No
TXN005341,CUST1972,MER033,2025-05-22,18:19:48,RTGS,44608,UPI,Tablet,10,None,No
TXN005342,CUST1648,MER033,2025-04-20,09:48:23,UPI,15561,UPI,Laptop,5,None,No
TXN005343,CUST0462,MER002,2025-04-29,03:29:45,Net Banking,12208,Credit Card,Mobile,44,None,No
TXN005344,CUST0351,MER009,2025-04-05,10:50:04,UPI,19149,Net Banking,Tablet,19,None,No
TXN005345,CUST1821,MER028,2025-10-10,16:28:21,UPI,98318,Net Banking,Mobile,56,None,No
TXN005346,CUST1079,MER020,2025-08-11,01:36:41,UPI,61562,Debit Card,Laptop,31,None,No
TXN005347,CUST0010,MER034,2025-05-01,11:19:32,NEFT,2305,Credit Card,Laptop,15,None,No
TXN005348,CUST0907,MER008,2025-07-12,20:59:47,RTGS,23951,Credit Card,Mobile,21,None,No
